Flight_ID,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Travel_Purpose,Seat_Class,Flight_Satisfaction_Score,Delay_Minutes,No_Show,Weather_Impact
F526,ORD,JFK,3/12/2024 20:46,159,On-time,1497,Leisure,Premium Economy,4,6,0,0
F1965,ORD,SEA,5/8/2023 2:21,93,On-time,1759,Business,First,6.6,25,0,0
F49,DEN,JFK,4/16/2024 10:31,87,On-time,1510,Emergency,Premium Economy,5.7,7,0,0
F1751,SFO,ATL,7/7/2024 4:34,92,On-time,1383,Emergency,Economy,6.8,3,0,0
F1311,ATL,DFW,12/8/2024 10:22,227,On-time,1269,Business,Economy,7.2,13,0,0
F175,LAX,JFK,5/7/2023 20:54,211,On-time,1200,Emergency,Economy,10,12,0,0
F1109,DEN,JFK,8/19/2023 2:34,147,On-time,927,Emergency,Premium Economy,5.8,16,0,0
F1325,DFW,ATL,12/4/2024 13:50,29,On-time,1394,Business,Economy,6.2,9,0,1
F1863,JFK,DEN,2/25/2025 22:30,279,On-time,750,Leisure,Premium Economy,8.8,5,0,0
F1999,LAX,DFW,7/15/2023 5:23,200,On-time,1297,Business,Economy,7.3,53,0,0
F624,SFO,DFW,7/18/2023 16:24,186,On-time,1117,Family,Economy,8.2,0,0,0
F582,DEN,ATL,1/15/2025 10:27,185,On-time,892,Emergency,Premium Economy,6.7,4,0,0
F708,ORD,LAX,2/9/2025 15:22,23,On-time,888,Family,Economy,5.9,15,0,0
F954,DFW,JFK,10/13/2023 11:03,105,On-time,1309,Family,Business,4.6,12,0,0
F870,ATL,DEN,9/23/2023 11:24,218,On-time,1270,Leisure,Economy,5.8,6,0,0
F912,JFK,SEA,8/17/2024 11:12,197,On-time,1034,Family,Economy,7.1,2,0,0
F930,DEN,ORD,6/6/2023 14:27,196,Delayed,1009,Family,Economy,8.4,2,0,1
F2000,LAX,JFK,4/17/2024 0:21,118,On-time,1009,Emergency,Economy,7.3,2,0,0
F264,JFK,LAX,10/25/2024 10:27,138,On-time,812,Emergency,Economy,5.4,2,0,0
F729,DFW,JFK,4/10/2024 12:50,210,Cancelled,1403,Family,Economy,8.2,9,0,0
F210,ATL,DFW,5/10/2023 6:05,147,On-time,617,Business,Economy,7,4,0,0
F1528,JFK,DFW,6/4/2024 11:39,189,On-time,974,Emergency,Economy,8.6,1,0,0
F1895,LAX,ATL,7/21/2023 16:45,148,Delayed,1678,Emergency,Business,7.5,19,0,1
F992,LAX,ATL,8/20/2023 20:10,208,Delayed,1356,Emergency,Business,6.7,9,0,0
F1476,ORD,SEA,7/5/2024 9:15,183,On-time,1212,Emergency,First,7.1,13,0,0
F309,ATL,DEN,2/13/2024 14:08,157,On-time,1113,Business,Premium Economy,7.7,18,0,0
F945,JFK,ORD,8/30/2023 15:38,114,On-time,1171,Business,Economy,8,25,0,0
F1520,DFW,SEA,4/18/2024 6:14,148,On-time,543,Leisure,Business,4.9,7,0,0
F1444,SEA,DEN,11/8/2024 1:46,217,On-time,1014,Business,Business,6.8,3,0,0
F1069,ATL,ORD,11/16/2023 19:28,188,On-time,1798,Leisure,Economy,6.4,5,0,1
F1774,SFO,LAX,10/3/2024 11:58,206,On-time,1099,Family,Business,8.6,1,0,1
F1949,ATL,DEN,12/25/2023 7:53,206,On-time,959,Emergency,Business,7.1,31,0,0
F1046,LAX,JFK,11/17/2024 1:55,132,On-time,1138,Family,First,8.7,4,0,1
F986,LAX,LAX,3/14/2025 2:59,166,On-time,716,Family,Business,3.8,3,0,0
F1912,JFK,DFW,9/29/2023 22:42,184,Delayed,739,Leisure,Economy,9.2,9,0,1
F1268,SEA,JFK,9/20/2023 5:17,127,On-time,1052,Family,Premium Economy,6.5,2,0,0
F401,JFK,DFW,11/24/2024 18:50,73,Delayed,1381,Emergency,Economy,9,4,0,0
F971,SEA,SFO,1/19/2024 18:22,120,Delayed,1054,Leisure,Business,6.8,17,0,0
F944,SEA,ORD,9/6/2024 1:06,130,Delayed,1065,Leisure,Economy,7.4,2,0,0
F1369,DFW,JFK,10/19/2024 18:45,182,On-time,1015,Emergency,Premium Economy,4.7,2,0,0
F1145,SEA,DEN,2/21/2024 20:57,106,On-time,1360,Leisure,Economy,8.8,9,0,1
F782,ATL,SEA,7/2/2023 2:30,93,Cancelled,1134,Family,Premium Economy,5.3,1,0,0
F215,SFO,ATL,5/7/2023 18:09,215,On-time,1674,Emergency,Premium Economy,8.2,2,0,0
F330,ATL,LAX,2/22/2025 15:35,173,Delayed,1586,Leisure,Business,5.2,2,0,0
F416,JFK,DFW,5/6/2023 11:06,128,On-time,1471,Family,Business,8.4,4,0,0
F427,SFO,LAX,7/3/2024 9:27,186,On-time,1122,Emergency,Economy,7.9,1,0,1
F331,ATL,JFK,9/12/2024 2:45,66,Cancelled,1772,Family,Economy,6.5,6,0,0
F1202,ORD,SEA,1/22/2025 11:27,125,On-time,1209,Emergency,Economy,6.8,2,0,0
F608,ATL,LAX,3/7/2025 16:20,222,On-time,1453,Leisure,Economy,7.9,2,0,0
F1879,LAX,JFK,4/5/2025 21:52,197,On-time,1094,Leisure,Premium Economy,9,8,0,0
F982,SEA,ORD,2/5/2024 12:42,215,On-time,1632,Family,Economy,5.7,29,0,1
F1762,ATL,JFK,8/29/2024 18:45,248,On-time,718,Business,Premium Economy,6.3,4,0,0
F128,LAX,JFK,4/8/2024 0:07,219,On-time,1195,Family,Premium Economy,7.9,1,0,1
F593,ATL,DEN,8/5/2024 15:05,303,On-time,1386,Business,Economy,8.8,16,1,0
F856,JFK,JFK,7/30/2024 3:05,104,On-time,1042,Emergency,Economy,7.5,16,0,0
F641,ATL,LAX,7/8/2024 1:42,193,Delayed,1266,Emergency,Economy,5.8,11,0,0
F1564,JFK,DFW,3/22/2025 16:59,86,On-time,1365,Leisure,Economy,8.9,21,0,0
F1334,LAX,ATL,8/27/2024 6:10,255,On-time,1716,Business,Premium Economy,5.8,11,0,0
F1081,LAX,DFW,4/27/2024 1:41,115,On-time,941,Leisure,Economy,8.5,19,0,0
F494,DEN,SFO,8/2/2023 20:51,207,On-time,1272,Emergency,Economy,7.5,14,0,0
F423,ORD,SFO,7/21/2024 21:03,216,Delayed,1544,Family,Premium Economy,7.1,5,0,0
F1301,DFW,DEN,10/19/2023 0:22,218,On-time,1580,Family,Business,8.2,6,0,0
F1162,SFO,JFK,9/30/2024 11:19,104,On-time,1517,Leisure,Economy,5.5,14,0,1
F998,ATL,SFO,10/9/2024 4:49,243,On-time,1163,Leisure,Premium Economy,7.3,14,0,0
F1440,LAX,ORD,3/2/2024 16:19,167,On-time,1253,Family,Economy,8.3,1,0,0
F1891,DFW,DEN,5/4/2024 22:41,159,On-time,798,Business,Economy,5.2,4,1,0
F1173,JFK,DFW,4/24/2024 20:01,198,On-time,1402,Leisure,Economy,8.8,9,0,0
F1408,SEA,SEA,5/11/2024 3:20,90,On-time,1327,Leisure,First,6.7,4,0,0
F1222,SFO,DFW,11/19/2023 0:32,235,Delayed,1282,Emergency,Economy,7.6,1,0,0
F1098,ORD,JFK,10/23/2023 10:47,144,Cancelled,1051,Family,Business,4.7,6,0,1
F664,ORD,JFK,12/15/2024 17:06,64,On-time,1537,Family,Economy,5.6,22,0,0
F75,ATL,SFO,4/30/2024 19:56,225,On-time,1660,Business,Economy,9.5,15,0,0
F225,JFK,ATL,11/19/2023 9:46,162,On-time,1303,Emergency,Business,4.8,4,0,1
F616,SFO,JFK,9/19/2023 14:16,137,On-time,1297,Leisure,Premium Economy,5.9,3,0,0
F612,SFO,DEN,10/9/2023 12:03,175,Delayed,1297,Leisure,Economy,6.7,1,0,0
F1373,SEA,SFO,5/19/2024 13:25,185,On-time,1337,Leisure,Economy,7.2,8,0,0
F1774,ATL,JFK,12/29/2024 8:06,205,On-time,1463,Emergency,Business,8.7,3,0,1
F526,SFO,DEN,4/1/2025 1:16,167,On-time,1362,Emergency,First,9.3,0,0,0
F1343,SFO,JFK,5/11/2023 22:24,199,On-time,1155,Leisure,Premium Economy,7.2,7,0,0
F1427,LAX,DEN,10/20/2023 6:12,188,Delayed,1227,Family,Economy,9.5,28,0,0
F1441,ORD,ORD,2/25/2024 22:04,178,Delayed,1480,Leisure,Economy,8.2,34,0,0
F162,DEN,JFK,8/27/2023 19:28,78,On-time,946,Emergency,Premium Economy,6,47,0,1
F1392,ORD,ATL,5/14/2024 14:08,251,Cancelled,1587,Emergency,Economy,9.3,19,0,0
F1018,ORD,LAX,12/8/2024 1:07,169,Delayed,1685,Business,Economy,7.4,11,0,0
F1184,DFW,ORD,10/16/2023 16:09,139,On-time,1209,Leisure,Premium Economy,8.1,27,0,0
F1196,JFK,SEA,9/12/2023 4:40,251,Delayed,1180,Leisure,Economy,3.5,16,0,1
F572,SFO,DEN,4/6/2024 2:37,166,On-time,1808,Leisure,Economy,9.8,3,0,0
F745,SEA,ATL,12/25/2024 7:19,256,On-time,1131,Leisure,Economy,6.5,8,0,0
F1486,LAX,ATL,10/8/2024 12:49,297,On-time,941,Emergency,Economy,8.8,1,0,0
F1016,ORD,ORD,9/18/2024 7:01,99,On-time,1025,Leisure,Economy,6.6,3,0,0
F1761,ORD,SFO,7/27/2024 2:49,196,On-time,1429,Leisure,Economy,5.7,10,0,0
F813,LAX,JFK,1/7/2024 14:12,149,On-time,1465,Business,Premium Economy,7.4,8,0,0
F1688,LAX,ATL,11/6/2024 4:02,93,On-time,977,Family,Premium Economy,7.9,14,1,0
F1819,SEA,DFW,3/7/2024 11:45,202,Delayed,1129,Leisure,Economy,6.8,0,0,0
F1269,SFO,ATL,2/21/2024 3:30,131,On-time,811,Emergency,Economy,7.2,9,0,0
F38,ORD,ORD,3/30/2025 14:41,298,On-time,1527,Leisure,Economy,6.9,1,0,1
F1436,ORD,JFK,4/20/2024 15:02,205,On-time,449,Emergency,Economy,4.5,9,0,1
F1514,DFW,JFK,8/6/2023 0:31,202,On-time,1129,Family,Economy,8,19,0,0
F106,JFK,SEA,4/9/2025 9:22,115,On-time,576,Business,Business,9,21,0,0
F503,JFK,ATL,5/24/2024 15:24,281,On-time,1750,Family,Economy,6.6,3,0,0
F48,LAX,DFW,10/1/2024 6:26,108,On-time,1388,Family,Economy,6.3,10,0,0
F1183,SEA,SEA,5/13/2023 11:18,140,On-time,1363,Business,Premium Economy,5.4,21,1,0
F132,JFK,ORD,8/13/2023 10:52,144,On-time,1301,Business,Economy,5.8,3,0,0
F1865,LAX,DEN,11/19/2024 4:17,185,On-time,1022,Business,Premium Economy,5.2,11,0,0
F1909,ATL,ATL,2/16/2024 19:24,158,On-time,1587,Business,Business,7.9,9,0,0
F1903,DEN,ATL,1/22/2025 13:37,317,On-time,880,Emergency,First,6.4,10,0,0
F1757,JFK,DEN,11/18/2024 14:51,138,On-time,1337,Business,Economy,5.8,3,0,0
F1168,JFK,SFO,12/23/2024 14:17,47,Delayed,1083,Emergency,Economy,8.9,5,0,0
F1556,DEN,DFW,3/7/2024 0:55,105,On-time,1402,Business,Economy,6.3,8,0,0
F1586,DFW,JFK,1/7/2024 11:32,220,On-time,838,Leisure,Business,9.2,7,0,0
F1455,ATL,ATL,12/4/2023 8:10,97,On-time,1096,Business,Business,8,24,0,0
F380,SEA,ORD,10/19/2024 12:13,136,On-time,679,Business,Economy,7.6,1,0,0
F1227,ATL,SEA,1/10/2024 14:45,326,Delayed,1284,Leisure,Business,9.1,12,0,0
F1470,JFK,LAX,9/24/2023 19:50,328,Delayed,1294,Business,Business,8.7,15,0,0
F1319,JFK,DEN,6/7/2024 15:48,87,On-time,1205,Emergency,Economy,9.4,7,1,1
F1604,LAX,DFW,9/29/2023 6:37,77,On-time,1058,Leisure,Economy,7.1,2,0,0
F1010,SFO,ORD,8/17/2024 16:00,248,On-time,901,Family,Economy,6.6,33,0,0
F284,DEN,DEN,2/21/2024 13:14,57,Delayed,1465,Emergency,Premium Economy,3.7,11,0,0
F1204,SFO,JFK,10/16/2023 7:35,252,Delayed,594,Leisure,Premium Economy,5.4,3,0,0
F629,ORD,ORD,8/12/2023 20:03,154,Cancelled,1599,Family,Economy,6.4,14,0,0
F981,JFK,DEN,12/26/2024 4:35,214,On-time,1503,Family,Economy,6,7,0,0
F458,SEA,DFW,3/8/2024 12:38,188,Delayed,1610,Family,Business,7.6,2,0,0
F14,SEA,SEA,9/8/2023 18:04,172,On-time,1208,Business,Premium Economy,6.7,5,0,0
F228,LAX,LAX,8/12/2023 20:48,229,On-time,764,Family,Premium Economy,5.2,3,0,0
F262,DEN,DEN,1/14/2024 15:02,176,On-time,1005,Leisure,Premium Economy,5.8,0,0,0
F1100,ATL,ATL,11/18/2024 2:23,197,On-time,1438,Emergency,Economy,9.2,8,0,0
F920,DEN,DFW,11/21/2023 19:57,155,On-time,1059,Leisure,Premium Economy,7,4,0,0
F1350,DFW,ATL,5/31/2023 21:27,142,Cancelled,1170,Business,Premium Economy,7,15,0,0
F1275,SFO,SFO,5/22/2024 17:39,187,On-time,1415,Leisure,Premium Economy,8,8,0,0
F1848,SEA,JFK,5/10/2023 2:03,155,On-time,866,Emergency,Premium Economy,2.4,1,0,0
F1058,DFW,LAX,1/19/2024 19:17,147,On-time,1667,Emergency,Economy,8.6,2,0,1
F1919,SFO,DEN,1/19/2025 10:19,216,On-time,1085,Business,Economy,8,4,0,0
F710,SFO,DEN,1/2/2024 15:08,295,On-time,1288,Emergency,Economy,7.4,13,0,0
F311,LAX,SEA,12/27/2023 20:06,115,On-time,862,Family,Economy,3.5,14,0,0
F1788,DEN,ATL,5/31/2023 21:50,191,On-time,1402,Emergency,Business,9.8,1,0,0
F1233,ATL,SEA,8/15/2024 1:14,153,On-time,1203,Emergency,Business,3.8,9,0,0
F1329,DFW,DEN,7/17/2024 7:46,252,On-time,1435,Leisure,Economy,7.4,14,0,0
F1452,DEN,ORD,12/17/2024 6:10,74,Delayed,1052,Leisure,First,6.2,0,0,0
F474,ORD,LAX,5/5/2023 7:05,211,On-time,1019,Family,First,8.3,22,0,0
F240,LAX,LAX,8/18/2023 8:04,127,On-time,1233,Emergency,Economy,4.7,24,0,1
F1767,ORD,DEN,7/3/2024 6:37,95,On-time,746,Leisure,Economy,5.6,4,0,0
F700,LAX,DFW,3/16/2024 15:16,207,On-time,1085,Family,Economy,8.3,17,0,0
F1602,SFO,ORD,5/19/2024 3:00,272,On-time,1048,Leisure,Premium Economy,4.7,17,0,1
F990,SFO,DFW,2/1/2025 10:31,154,On-time,1480,Leisure,Premium Economy,8,11,0,0
F1073,DEN,ORD,11/22/2023 17:50,182,On-time,1106,Leisure,Economy,7.6,10,1,0
F1576,ATL,DEN,5/22/2024 18:39,150,On-time,1036,Leisure,First,7,19,0,1
F1693,ORD,ORD,8/26/2024 7:28,180,Delayed,1811,Emergency,Premium Economy,8.1,11,0,0
F1083,SEA,LAX,9/29/2024 13:52,118,On-time,1255,Family,Economy,4.8,2,0,0
F326,SFO,SFO,7/6/2023 20:54,161,On-time,1281,Business,Premium Economy,6.6,22,0,0
F113,JFK,ATL,11/17/2023 0:22,158,On-time,1090,Business,Economy,8.4,5,0,0
F1651,ORD,DEN,9/5/2024 3:22,88,On-time,1490,Emergency,Premium Economy,5.3,1,0,0
F583,LAX,JFK,5/27/2024 5:48,177,On-time,906,Family,Economy,7.5,1,0,0
F763,LAX,JFK,6/23/2023 5:29,237,On-time,1223,Emergency,Premium Economy,9,17,1,0
F397,ATL,DEN,10/4/2023 11:47,138,On-time,1415,Business,Economy,5.6,4,0,0
F159,SFO,SFO,8/14/2024 16:02,121,Cancelled,1287,Leisure,Premium Economy,7.3,10,0,0
F275,ATL,SFO,5/9/2023 3:48,156,On-time,926,Family,Business,6.7,20,0,0
F122,ATL,SFO,10/7/2023 23:34,182,On-time,825,Emergency,Economy,5.1,2,0,0
F532,JFK,ATL,3/30/2024 22:30,250,On-time,1613,Emergency,Economy,7.4,24,0,0
F435,JFK,ATL,5/23/2024 13:13,220,Delayed,1421,Emergency,Economy,4.8,1,0,1
F1678,SEA,ORD,8/22/2023 7:22,152,On-time,1499,Family,Economy,3.2,2,0,0
F1054,ORD,SFO,3/28/2024 20:16,254,On-time,967,Emergency,Business,8.6,52,0,0
F300,JFK,DFW,7/14/2023 14:38,151,On-time,1121,Business,Economy,8,12,0,1
F1158,SEA,DFW,12/16/2023 20:21,271,On-time,948,Family,Economy,4.4,2,0,0
F1837,ORD,DFW,6/20/2023 11:34,112,On-time,1418,Business,Premium Economy,7,8,0,0
F1128,ORD,SEA,7/22/2024 3:41,38,On-time,398,Family,Economy,8.1,10,0,0
F884,JFK,ORD,1/6/2025 5:52,103,Cancelled,1463,Leisure,Economy,5.7,8,0,0
F249,DFW,JFK,3/31/2024 20:37,138,On-time,1394,Leisure,Economy,8.4,7,0,0
F1066,ORD,SEA,6/13/2024 18:40,122,On-time,1031,Business,Economy,6.3,17,0,0
F1721,DEN,JFK,5/25/2023 22:40,247,Delayed,1109,Leisure,Premium Economy,8.6,7,0,0
F262,SFO,DEN,2/1/2025 9:17,243,Delayed,1465,Business,Premium Economy,8,17,0,1
F25,SEA,ORD,12/29/2023 16:22,253,On-time,1388,Emergency,Economy,6.9,16,0,0
F711,SFO,DFW,3/30/2025 6:56,80,On-time,1086,Business,Economy,5.9,15,0,0
F795,LAX,DFW,11/10/2024 2:16,142,On-time,1202,Business,Economy,9.5,13,0,0
F118,LAX,SEA,5/24/2023 21:56,217,On-time,962,Emergency,Premium Economy,4.4,5,0,0
F73,JFK,ATL,5/21/2024 0:39,219,On-time,1251,Business,Economy,8.4,2,0,1
F1416,DEN,DEN,9/21/2023 3:57,184,On-time,1083,Emergency,Business,6,12,0,0
F615,ORD,DFW,10/2/2023 21:34,163,On-time,1455,Family,Economy,6.4,8,0,0
F412,SEA,DFW,8/7/2024 9:25,233,On-time,1065,Emergency,Economy,5.1,9,0,0
F1479,ATL,SFO,6/24/2023 10:59,131,On-time,1068,Business,Economy,8.1,5,0,0
F1957,LAX,DEN,12/10/2023 9:16,-30,On-time,1303,Business,Business,9.2,12,0,0
F1637,DEN,SEA,4/30/2023 11:44,79,On-time,1329,Business,Economy,6.3,23,0,0
F1084,ORD,SFO,6/14/2023 7:44,125,On-time,1332,Emergency,Economy,5.1,12,0,0
F957,ORD,DFW,10/18/2023 12:46,162,Delayed,980,Family,Economy,7.4,36,0,0
F640,JFK,DEN,4/27/2024 12:29,160,On-time,503,Emergency,First,7.4,3,0,0
F539,DFW,ORD,1/13/2025 1:55,146,On-time,1001,Business,Business,7.7,6,0,0
F408,JFK,ORD,1/27/2024 2:30,161,On-time,1153,Emergency,Economy,4.7,14,0,0
F1265,SEA,DFW,11/3/2023 14:58,156,On-time,851,Emergency,Business,7,15,0,1
F1131,DEN,JFK,2/13/2025 7:55,24,On-time,1103,Emergency,Premium Economy,7.8,1,0,0
F1652,ATL,DEN,6/20/2024 0:57,231,Cancelled,1122,Leisure,Premium Economy,5.7,11,0,1
F129,ORD,SEA,6/28/2024 11:46,154,On-time,1006,Leisure,Premium Economy,6.8,4,0,1
F1255,SEA,DFW,5/5/2023 20:02,220,On-time,1190,Leisure,Economy,7.9,11,0,0
F1366,LAX,JFK,4/1/2025 0:57,194,On-time,707,Leisure,Business,4.4,79,0,1
F1803,LAX,DFW,11/3/2024 12:07,108,Delayed,1192,Leisure,Premium Economy,5,23,0,0
F800,ORD,JFK,4/30/2024 2:18,-23,On-time,841,Business,Premium Economy,5.4,6,0,0
F1110,LAX,LAX,10/29/2024 4:38,240,On-time,767,Leisure,Business,8,16,0,0
F46,DEN,ATL,3/13/2025 4:47,228,Delayed,744,Leisure,Economy,7.2,2,0,0
F619,JFK,SEA,11/6/2024 3:46,162,On-time,1119,Leisure,First,6.2,28,0,1
F1391,DEN,JFK,5/6/2023 22:57,209,On-time,907,Emergency,Economy,7.1,29,0,0
F600,DEN,DEN,8/21/2023 0:15,134,Delayed,1506,Family,Economy,7,11,0,0
F1770,JFK,ATL,7/2/2023 17:26,137,On-time,1388,Business,Economy,8.7,13,1,1
F1962,ORD,SFO,3/14/2024 3:03,124,On-time,692,Leisure,Business,7.4,9,0,0
F1493,SFO,ATL,11/28/2024 20:06,235,On-time,749,Emergency,Premium Economy,5.7,9,0,0
F366,DEN,DFW,4/25/2023 14:21,147,On-time,1130,Leisure,Economy,6.6,6,0,0
F1780,DFW,SFO,1/22/2025 19:01,220,On-time,1069,Business,Economy,8.2,8,0,0
F1924,DEN,SFO,9/15/2023 16:31,271,On-time,1285,Emergency,Economy,8.3,19,0,0
F874,ORD,SEA,12/8/2024 13:36,133,On-time,1188,Leisure,Economy,10,15,0,0
F822,DFW,SEA,10/2/2023 5:19,178,On-time,780,Business,Economy,4,5,0,0
F1800,ATL,ATL,3/8/2025 14:37,181,On-time,816,Leisure,Economy,5.6,83,0,0
F1453,SEA,DFW,5/19/2023 1:54,146,On-time,1519,Family,Economy,9.6,8,0,1
F1151,SEA,DEN,4/17/2024 20:28,167,Delayed,1558,Family,Premium Economy,6.9,23,0,0
F762,DFW,JFK,8/13/2023 0:15,247,On-time,1437,Leisure,Premium Economy,7.4,23,0,0
F1909,ATL,DEN,2/14/2024 11:39,158,On-time,1012,Leisure,Economy,5.4,5,0,0
F1201,SFO,ATL,5/8/2024 19:02,145,On-time,1488,Business,Premium Economy,6.5,12,0,1
F1716,ATL,SEA,1/17/2025 6:44,165,Delayed,1383,Leisure,Business,8.1,8,0,0
F379,ATL,LAX,5/12/2024 23:00,142,On-time,1101,Emergency,Economy,8,40,0,0
F1442,ATL,DEN,12/6/2024 5:33,223,On-time,1596,Emergency,Premium Economy,6.8,7,0,0
F1205,SEA,DEN,6/13/2023 18:25,163,On-time,1620,Business,Business,7,6,0,0
F682,JFK,SFO,6/21/2023 1:24,300,On-time,1453,Leisure,Economy,7,13,0,0
F185,ORD,DFW,11/26/2023 18:30,156,On-time,1327,Family,Premium Economy,10,15,0,0
F1621,DFW,DFW,3/21/2024 11:36,268,On-time,1409,Business,Economy,9.2,20,0,0
F1889,DEN,SFO,4/4/2025 3:30,266,On-time,1049,Emergency,Economy,6.9,0,0,0
F1657,DEN,SFO,12/13/2024 13:13,78,On-time,1650,Emergency,Economy,6.5,30,0,0
F1425,JFK,LAX,2/21/2025 21:13,92,On-time,1659,Family,Economy,8.7,16,0,0
F50,LAX,ORD,5/14/2023 5:00,248,Cancelled,1172,Business,Economy,6.5,9,1,1
F82,ORD,LAX,6/14/2024 18:00,233,On-time,665,Emergency,Premium Economy,6.7,4,0,0
F1621,DEN,SFO,12/27/2023 9:44,184,On-time,1356,Emergency,Business,6.5,2,0,0
F1236,SFO,ORD,4/13/2024 13:13,198,On-time,1653,Business,Economy,5.1,1,0,0
F285,ORD,SEA,3/31/2024 8:20,247,On-time,797,Emergency,Economy,9.1,15,0,1
F526,DEN,DFW,12/16/2024 8:13,172,On-time,1052,Emergency,Business,8.2,8,0,0
F296,JFK,SFO,9/15/2023 21:21,141,On-time,1013,Family,Economy,4.7,2,0,0
F664,SEA,JFK,11/18/2023 18:31,206,On-time,563,Business,Economy,8.4,3,0,0
F401,DFW,LAX,5/17/2023 3:54,266,On-time,1188,Family,Economy,7.6,9,0,0
F554,LAX,DEN,6/27/2024 3:29,218,Delayed,1153,Business,Economy,5.7,3,0,0
F652,LAX,SEA,5/13/2023 23:30,190,On-time,879,Leisure,Economy,8.2,1,0,0
F1849,JFK,ORD,5/28/2024 9:04,160,On-time,1237,Emergency,Economy,8.1,16,0,0
F1334,JFK,DEN,8/20/2023 15:22,182,On-time,1457,Leisure,Business,9.7,7,0,0
F1333,DFW,ORD,9/18/2023 10:48,186,Delayed,1713,Business,Economy,6.5,14,0,0
F1763,SEA,ORD,11/26/2024 10:47,210,On-time,1184,Emergency,Economy,6.4,12,0,1
F135,ATL,SEA,12/20/2024 16:04,178,On-time,1283,Business,Economy,5.8,9,0,0
F369,SEA,SEA,6/8/2023 17:03,165,Cancelled,912,Family,Economy,2.7,3,0,0
F333,ORD,SEA,5/8/2024 3:37,239,On-time,1462,Emergency,Business,7.7,3,0,0
F595,DEN,LAX,8/29/2023 17:48,242,On-time,1020,Emergency,Premium Economy,8.4,1,0,0
F1213,LAX,LAX,3/27/2024 18:35,208,Delayed,742,Family,Economy,4.7,2,0,0
F440,SFO,SEA,1/17/2025 4:40,220,Delayed,738,Leisure,Business,7.6,31,0,1
F239,ORD,DEN,5/13/2023 10:02,207,Delayed,1933,Family,Economy,6.4,3,1,0
F1124,ATL,SFO,11/20/2024 10:46,362,On-time,1587,Emergency,Economy,7.7,10,0,0
F227,DFW,SFO,4/19/2024 23:44,122,On-time,895,Leisure,Premium Economy,7.6,4,0,0
F840,SFO,SEA,10/28/2024 9:07,217,On-time,1725,Leisure,Economy,5.8,0,0,0
F1126,LAX,SFO,7/23/2023 21:57,183,On-time,678,Family,Economy,8.6,6,0,1
F997,ORD,ORD,1/2/2024 20:18,235,On-time,1285,Family,Business,6.4,12,0,1
F1254,SEA,DEN,6/25/2023 15:30,58,Delayed,820,Emergency,Business,9.5,16,0,0
F1241,SEA,ATL,11/12/2023 6:34,159,On-time,1008,Leisure,Business,7.3,5,0,0
F416,SFO,LAX,4/9/2025 14:57,70,On-time,982,Emergency,Economy,5.5,6,0,0
F105,ORD,LAX,6/24/2023 14:59,284,On-time,1697,Leisure,Business,5.8,1,0,0
F578,LAX,ORD,8/15/2024 10:43,159,On-time,1771,Leisure,Premium Economy,7.9,7,0,0
F1519,LAX,LAX,10/5/2024 4:52,248,On-time,1211,Family,Business,2.7,11,0,0
F474,ORD,SEA,11/18/2024 22:12,126,Delayed,1257,Leisure,Economy,4.9,2,0,0
F458,ORD,ORD,4/13/2024 15:49,113,On-time,1039,Emergency,Economy,6.4,7,0,0
F1176,LAX,SFO,1/4/2024 6:05,209,Delayed,1258,Leisure,First,9.7,4,0,0
F716,SEA,ORD,8/5/2023 1:42,207,On-time,954,Family,Premium Economy,7.4,3,0,0
F846,DFW,JFK,6/4/2024 11:56,236,On-time,582,Family,Economy,8.2,17,1,0
F1513,SFO,SFO,5/20/2023 20:18,142,On-time,1211,Emergency,Premium Economy,7.8,20,0,0
F569,JFK,SFO,5/1/2024 1:46,148,On-time,1188,Leisure,Business,7,12,0,0
F1652,DEN,SFO,7/28/2024 23:27,201,Delayed,819,Family,Economy,10,3,0,0
F1583,DEN,DEN,5/20/2024 20:05,124,On-time,1253,Family,Premium Economy,8.4,11,0,0
F225,JFK,ATL,4/4/2025 11:34,262,Delayed,1237,Family,Economy,4.2,11,0,0
F1985,ATL,SFO,3/2/2024 5:52,102,On-time,844,Leisure,Economy,8.1,15,0,1
F1691,ORD,SEA,2/20/2024 3:42,103,On-time,999,Leisure,Premium Economy,5,0,0,0
F1282,LAX,JFK,5/19/2024 22:15,190,Cancelled,1322,Business,Economy,3.5,0,0,0
F564,LAX,SFO,8/9/2024 3:51,161,Delayed,1168,Emergency,Premium Economy,10,0,0,0
F1968,ORD,DEN,3/26/2024 4:04,155,On-time,1304,Family,Premium Economy,6.7,4,0,0
F532,LAX,SEA,3/7/2025 4:41,199,On-time,1126,Emergency,Economy,5.8,20,0,0
F927,DFW,LAX,9/14/2023 7:55,157,On-time,1341,Leisure,Business,9,13,0,0
F1549,ORD,SFO,5/8/2024 8:34,181,On-time,1527,Business,Business,7.9,2,0,0
F551,JFK,DEN,1/6/2025 1:03,164,Cancelled,1511,Emergency,Economy,8.4,35,0,0
F786,SFO,ORD,6/26/2023 2:53,202,On-time,1220,Emergency,First,9.2,2,0,0
F796,LAX,JFK,10/21/2023 0:51,226,On-time,1175,Business,Premium Economy,6.8,0,1,0
F1042,SFO,DFW,2/18/2024 23:24,118,On-time,999,Emergency,Economy,6,10,0,1
